@RELATION california_housing

@ATTRIBUTE "Longitude" NUMERIC
@ATTRIBUTE "MedInc" NUMERIC
@ATTRIBUTE "Latitude" NUMERIC
@ATTRIBUTE "AveRooms" NUMERIC
@ATTRIBUTE "AveOccup" NUMERIC
@ATTRIBUTE "MedHouseVal" NUMERIC

@DATA
-122.27,1.4861,37.83,4.6022727272727275,2.159090909090909,0.972
-122.27,1.0972,37.83,4.807486631016043,2.6390374331550803,1.045
-122.28,1.4103,37.83,3.7493796526054592,2.235732009925558,1.039
-122.26,3.48,37.83,4.757281553398058,2.2297734627831716,1.914
-122.26,2.5898,37.83,3.4942528735632186,1.978448275862069,1.76
-122.26,2.0978,37.83,4.215189873417722,2.3949367088607594,1.554
-122.26,1.2852,37.83,3.759036144578314,2.076305220883534,1.5
-122.26,1.025,37.84,3.772486772486773,2.4444444444444446,1.188
-122.26,3.9643,37.84,4.797979797979798,2.3585858585858586,1.888
-122.26,3.0125,37.83,4.941780821917808,2.26027397260274,1.844
-122.26,2.6768,37.83,4.335078534031414,1.8795811518324608,1.823
-122.26,2.026,37.83,3.700657894736842,2.026315789473684,1.425
-122.27,1.7348,37.82,3.9802371541501977,2.205533596837945,1.375
-122.26,0.9506,37.82,3.9,2.64375,1.875
-122.27,1.775,37.82,2.6875,1.9886363636363635,1.125
-122.27,0.9218,37.82,2.045662100456621,1.678082191780822,1.719
-122.27,1.5045,37.82,4.58968058968059,2.6068796068796067,0.938
-122.27,1.1108,37.82,4.473611111111111,2.720833333333333,0.975
-122.27,1.2475,37.82,4.075,2.905,1.042
-122.28,1.6098,37.82,5.021459227467811,3.0085836909871246,0.875
-122.28,1.4113,37.82,4.295454545454546,2.618181818181818,0.831
-122.28,1.5057,37.82,4.77992277992278,2.4015444015444016,0.875
-122.28,0.8172,37.82,6.102459016393443,2.9836065573770494,0.853
-122.28,1.2171,37.82,4.5625,3.5328947368421053,0.803
-122.29,2.5625,37.82,2.7719298245614037,1.649122807017544,0.6
-122.29,3.3929,37.83,5.994652406417113,2.962566844919786,0.757
-122.29,6.1183,37.82,5.869565217391305,3.739130434782609,0.75
-122.29,0.9011,37.81,6.229508196721311,3.0901639344262297,0.861
-122.3,1.191,37.81,7.69811320754717,3.2767295597484276,0.761
-122.3,2.5938,37.81,6.225563909774436,2.9473684210526314,0.735
-122.3,1.1667,37.81,5.401069518716578,3.229946524064171,0.784
-122.3,0.8056,37.81,4.382530120481928,2.3734939759036147,0.844
-122.29,2.6094,37.8,6.98639455782313,3.346938775510204,0.813
-122.3,1.8516,37.81,6.975609756097561,3.341463414634146,0.85
-122.29,0.9802,37.81,4.584288052373159,2.983633387888707,1.292
-122.29,1.7719,37.81,6.047244094488189,3.0866141732283463,0.825
-122.29,0.7286,37.81,3.375451263537906,2.101083032490975,0.952
-122.29,1.75,37.81,5.552631578947368,3.6842105263157894,0.75
-122.29,0.4999,37.81,1.7142857142857142,2.5714285714285716,0.675
-122.29,2.483,37.81,6.2781954887218046,2.180451127819549,1.375
-122.28,0.9241,37.81,2.8177676537585423,1.735763097949886,1.775
-122.28,2.4464,37.81,5.724950884086444,2.4282907662082516,1.021
-122.28,1.1111,37.81,5.830917874396135,3.4830917874396135,1.083
-122.29,0.8026,37.81,5.369230769230769,3.243076923076923,1.125
-122.28,2.0114,37.8,4.412903225806452,2.2193548387096773,1.313
-122.28,1.5,37.81,3.1972318339100347,2.1072664359861593,1.625
-122.27,1.1667,37.81,3.75,3.267857142857143,1.125
-122.28,1.5208,37.81,3.9080459770114944,2.2988505747126435,1.125
-122.28,0.8075,37.81,2.490322580645161,2.232258064516129,1.375
-122.28,1.8088,37.81,5.609467455621302,2.7633136094674557,1.188
-122.28,2.4083,37.81,6.721739130434782,3.2782608695652176,0.982
-122.27,0.977,37.81,2.3157894736842106,1.5315789473684212,1.188
-122.27,0.76,37.81,2.6515151515151514,1.6545454545454543,1.625
-122.27,0.9722,37.8,2.6923076923076925,3.2051282051282053,1.375
-122.27,1.2434,37.8,2.929411764705882,4.658823529411765,5.00001
-122.27,2.0938,37.8,2.74585635359116,2.2099447513812156,1.625
-122.28,0.8668,37.8,2.4431818181818183,10.272727272727272,1.375
-122.28,0.75,37.8,2.823529411764706,5.617647058823529,1.625
-122.27,2.6354,37.79,3.493377483443709,2.377483443708609,1.875
-122.27,1.8477,37.8,3.6723768736616704,2.841541755888651,1.792
-122.26,2.0096,37.8,2.294016358157555,1.493327593628928,1.3
-122.26,2.8345,37.82,3.894915254237288,1.735593220338983,1.838
-122.26,2.0062,37.81,3.681318681318681,2.21978021978022,1.25
-122.26,1.2185,37.82,2.9456,1.6192,1.7
-122.26,2.6104,37.82,3.7071428571428577,1.8755102040816327,1.931
-122.25,2.4912,37.81,3.7248,1.8432,2.578
-122.25,3.2177,37.81,3.8784235136940546,1.7120908483633934,2.734
-122.25,3.125,37.81,3.745614035087719,1.706140350877193,2.375
-122.25,2.5795,37.81,3.5154975530179446,1.4600326264274062,3.5
-122.26,2.8406,37.81,3.281721632196758,1.5030743432084963,3.357
-122.24,4.9306,37.82,6.184426229508197,2.762295081967213,3.134
-122.24,3.2727,37.81,4.442982456140351,1.5548245614035088,2.685
-122.25,3.1691,37.81,4.165876777251185,1.6255924170616114,2.594
-122.24,3.9,37.82,4.848189415041783,2.011142061281337,2.757
-122.25,3.9063,37.82,4.160847880299252,1.8952618453865335,2.25
-122.25,5.0917,37.82,5.628458498023716,2.1739130434782608,2.625
-122.25,2.6429,37.82,3.727005870841487,1.7671232876712328,2.185
-122.25,3.0233,37.82,3.2530813475760065,1.4371405094494658,2.55
-122.25,3.1484,37.83,4.578034682080925,1.8092485549132948,2.241
-122.25,3.4722,37.83,3.822274881516588,1.599526066350711,2.431
-122.25,3.1429,37.83,4.3951890034364265,1.8350515463917525,2.316
-122.25,2.4234,37.83,3.0234798314268514,1.5400361228175798,2.185
-122.25,3.0897,37.83,4.040501446480231,1.7222757955641272,2.341
-122.23,5.8596,37.84,6.742627345844504,2.6005361930294906,3.276
-122.23,5.2868,37.84,6.546391752577319,2.263917525773196,3.476
-122.24,5.956,37.83,6.851063829787234,2.1117021276595747,3.661
-122.24,4.9643,37.85,7.1063829787234045,2.0851063829787235,3.35
-122.23,6.3434,37.85,6.947890818858561,2.632754342431762,3.736
-122.24,5.1773,37.84,6.358558558558559,2.120720720720721,3.895
-122.24,7.2354,37.85,7.11716621253406,2.455040871934605,3.911
-122.22,5.457,37.85,5.5303347280334725,2.1244769874476988,3.373
-122.22,7.5,37.84,6.127348643006263,2.152400835073069,2.952
-122.21,6.0194,37.84,5.735343383584589,2.274706867671692,2.923
-122.21,7.5544,37.83,7.631498470948012,2.470948012232416,4.115
-122.2,6.0666,37.84,6.446064139941691,2.4606413994169096,3.115
-122.21,7.0548,37.84,6.125,2.2983870967741935,3.259
-122.19,11.6017,37.84,8.335051546391753,2.747422680412371,3.926
-122.2,7.4882,37.84,6.467268623024831,2.419864559819413,3.193
-122.21,6.8976,37.83,6.6122715404699735,2.124020887728459,3.333
-122.19,8.2049,37.83,6.978947368421053,2.4368421052631577,3.352
-122.2,8.401,37.83,7.530805687203792,2.5687203791469195,3.512
-122.19,6.8538,37.83,6.657992565055762,2.45724907063197,3.689
-122.19,8.317,37.82,6.977186311787072,2.414448669201521,3.659
-122.2,7.0175,37.82,6.982954545454546,2.386363636363636,3.667
-122.2,6.3302,37.82,7.54,2.53,3.628
-122.18,6.3624,37.81,5.615384615384615,2.423076923076923,4.833
-122.21,7.0549,37.82,6.785714285714286,2.322857142857143,3.314
-122.2,6.7851,37.81,6.957746478873239,2.504694835680751,3.235
-122.21,2.8929,37.8,5.132246376811594,2.282608695652174,2.167
-122.21,3.0812,37.8,4.628336755646817,1.9527720739219712,2.331
-122.21,5.2402,37.81,6.200892857142857,2.2767857142857144,2.964
-122.22,6.5217,37.81,6.39935064935065,2.4837662337662336,2.737
-122.22,3.2632,37.8,4.745652173913044,2.4543478260869565,2.277
-122.22,3.0298,37.8,5.183673469387755,2.433106575963719,1.996
-122.22,4.5428,37.8,5.283495145631068,2.3009708737864076,2.398
-122.22,4.072,37.81,5.952941176470588,2.223529411764706,2.701
-122.22,5.3509,37.81,5.65067178502879,1.9846449136276392,3.021
-122.23,3.1603,37.8,4.429193899782135,1.7145969498910676,2.695
-122.23,4.7708,37.81,6.727699530516432,2.8732394366197185,3.147
-122.22,8.1564,37.81,7.702631578947368,2.6868421052631577,3.901
-122.23,8.8793,37.81,8.972868217054264,3.3372093023255816,4.103
-122.24,6.8591,37.81,7.599388379204893,2.914373088685015,3.524
-122.24,6.0302,37.81,5.8203125,2.4765625,2.873
-122.23,7.508,37.81,7.994318181818182,2.4943181818181817,3.487
-122.24,2.7477,37.81,4.333333333333333,1.9006211180124224,2.438
-122.24,2.1944,37.8,5.074285714285714,2.057142857142857,2.115
-122.25,3.0149,37.8,4.276639344262295,2.4528688524590163,2.184
-122.24,3.675,37.81,4.851351351351352,2.023166023166023,2.699
-122.25,3.225,37.81,4.326639892904953,1.8380187416331992,2.188
-122.25,2.9345,37.8,4.059113300492611,1.6896551724137931,2.25
-122.25,2.1429,37.8,3.2742382271468142,1.882271468144044,2.5
-122.25,1.6121,37.8,3.5617433414043584,2.5714285714285716,1.714
-122.25,1.3929,37.8,3.1927554980595083,1.7270375161707632,1.938
-122.24,2.3173,37.79,3.804195804195804,2.7296037296037294,1.25
-122.25,1.7772,37.79,3.882608695652174,3.2065217391304346,0.975
-122.25,2.6458,37.79,3.2091836734693877,3.7857142857142856,1.25
-122.25,2.181,37.79,3.68870523415978,2.9917355371900825,1.388
-122.25,2.2303,37.8,3.0902394106813995,3.029465930018416,1.167
-122.25,1.6504,37.8,3.639751552795031,2.6552795031055902,1.518
-122.24,2.2697,37.8,4.368421052631579,3.206140350877193,1.27
-122.24,2.1563,37.8,4.585014409221902,3.2219020172910664,1.286
-122.24,2.1348,37.8,4.7343283582089555,3.002985074626866,1.406
-122.24,2.6292,37.8,3.693140794223827,2.1895306859205776,1.827
-122.23,2.3833,37.8,4.638132295719845,3.0038910505836576,1.469
-122.24,2.957,37.8,4.496259351620948,3.29426433915212,1.228
-122.24,2.5238,37.8,4.192023633677991,2.1964549483013296,1.693
-122.23,1.9375,37.8,4.209677419354839,2.6236559139784945,1.266
-122.23,1.9028,37.8,4.0561224489795915,2.420918367346939,1.279
-122.23,2.25,37.8,4.20722891566265,2.7686746987951807,1.235
-122.23,2.3929,37.8,4.4714285714285715,3.0142857142857142,1.119
-122.23,2.1917,37.79,4.844029244516653,3.547522339561332,1.128
-122.23,2.9357,37.79,4.327669902912621,4.026699029126213,1.079
-122.23,1.8854,37.79,3.798479087452471,3.844106463878327,1.375
-122.24,2.1638,37.79,3.776349614395887,3.763496143958869,1.055
-122.24,2.125,37.79,4.528052805280528,4.082508250825082,0.955
-122.24,3.375,37.79,4.011904761904762,3.851190476190476,1.161
-122.24,2.2542,37.79,4.554621848739496,3.596638655462185,1.122
-122.25,2.1,37.79,3.1818181818181817,4.1454545454545455,0.75
-122.25,1.6,37.79,3.747967479674797,3.097560975609756,1.125
-122.25,3.625,37.79,3.973568281938326,3.7268722466960353,1.25
-122.26,1.6929,37.8,3.510355029585799,2.4541420118343193,1.15
-122.22,1.6471,37.77,2.8333333333333335,3.768115942028986,0.95
-122.22,2.59,37.77,4.38996138996139,3.3436293436293436,0.964
-122.23,2.57,37.77,4.202185792349726,3.3442622950819674,0.72
-122.23,2.6429,37.78,3.746031746031746,3.2936507936507935,0.713
-122.23,3.0257,37.78,4.046948356807512,4.666666666666667,0.808
-122.22,1.4886,37.78,4.0251572327044025,3.19706498951782,1.288
-122.23,1.9338,37.78,3.2420091324200913,3.4383561643835616,1.125
-122.23,1.4844,37.78,3.8666666666666663,3.952941176470589,1.194
-122.23,1.6009,37.78,3.1158455392809588,3.745672436750999,1.181
-122.23,2.0375,37.79,4.944606413994169,4.317784256559767,1.225
-122.23,2.293,37.79,5.365296803652968,3.922374429223744,1.063
-122.22,2.1494,37.79,4.479923518164436,3.074569789674952,1.325
-122.23,1.6198,37.79,4.357142857142857,3.0357142857142856,1.227
-122.23,1.3281,37.79,5.054347826086956,3.0652173913043477,1.133
-122.22,3.5156,37.79,5.466911764705882,3.5330882352941178,1.095
-122.22,3.9048,37.79,4.998540145985402,3.318248175182482,1.647
-122.21,3.0893,37.79,3.907692307692307,3.076923076923077,1.25
-122.22,2.6042,37.79,4.489563567362429,3.1252371916508537,1.247
-122.22,2.5,37.79,4.306603773584905,2.832547169811321,1.367
-122.22,2.7969,37.79,4.626707132018209,3.2883156297420335,1.417
-122.2,2.8321,37.79,4.823529411764706,2.761764705882353,1.5
-122.21,2.9583,37.79,5.284246575342466,2.941780821917808,1.388
-122.21,2.8365,37.79,4.5813953488372094,2.939922480620155,1.392
-122.21,2.875,37.79,4.520725388601036,2.961139896373057,1.438
-122.21,3.0682,37.8,4.316810344827586,2.3900862068965516,1.565
-122.21,3.0757,37.8,4.524663677130045,2.7376681614349776,1.51
-122.2,4.9559,37.8,6.6923076923076925,2.4505494505494507,2.73
-122.2,4.7721,37.8,5.772388059701493,2.6343283582089554,2.171
-122.21,3.4861,37.8,4.984419263456091,2.6671388101983005,1.871
-122.2,5.1184,37.8,6.088235294117647,2.364705882352941,2.396
-122.21,4.0977,37.8,5.242063492063492,2.007936507936508,2.297
-122.19,4.744,37.8,7.117647058823529,2.563025210084034,2.573
-122.19,4.2727,37.8,5.837349397590361,2.3132530120481927,2.469
-122.19,2.9844,37.79,5.260869565217392,2.510869565217391,1.799
-122.2,4.1739,37.79,4.51063829787234,2.8382978723404255,1.696
-122.2,3.8487,37.8,5.1152882205513786,2.654135338345865,2.033
-122.19,4.0114,37.8,6.5451263537906135,2.299638989169675,2.634
-122.19,4.6563,37.79,5.986784140969163,2.436123348017621,2.318
-122.19,2.9297,37.79,4.699551569506727,2.596412556053812,1.405
-122.2,2.3036,37.79,4.62051282051282,2.5871794871794873,1.26
-122.2,2.6667,37.79,4.2,3.5095238095238095,1.22
-122.2,2.619,37.79,3.30142566191446,2.7576374745417516,1.347
-122.21,2.4167,37.79,4.462025316455696,3.2278481012658227,1.394
-122.2,2.7788,37.79,4.210416666666666,2.9375,1.154
-122.21,2.7352,37.78,3.934973637961336,2.4428822495606326,1.373
-122.21,1.8472,37.78,5.4907063197026025,3.95910780669145,1.37
-122.21,2.6583,37.78,4.310204081632653,3.23265306122449,1.426
-122.21,3.0536,37.78,3.665306122448979,3.179591836734694,1.375
-122.22,2.3906,37.78,4.865573770491803,3.719672131147541,1.117
-122.21,1.7188,37.78,4.181818181818182,3.0147420147420148,1.268
-122.21,2.625,37.78,3.655601659751037,3.12448132780083,1.113
-122.22,2.8015,37.77,3.659259259259259,4.051851851851852,1.148
-122.22,1.7276,37.78,4.036363636363636,4.1068181818181815,1.023
-122.22,2.0801,37.78,3.38989898989899,3.4343434343434343,1.319
-122.22,2.489,37.78,4.1653944020356235,3.926208651399491,1.191
-122.21,1.7546,37.76,4.733333333333333,3.6166666666666663,0.806
-122.21,4.0904,37.77,4.313868613138686,2.576642335766423,0.806
-122.21,2.6765,37.77,5.0,3.174496644295302,0.888
-122.2,2.4338,37.77,4.703933747412008,3.3561076604554865,1.024
-122.21,2.3309,37.77,3.4858757062146895,3.34180790960452,0.987
-122.21,2.2604,37.77,3.671480144404332,3.0180505415162453,1.0
-122.19,1.8039,37.77,3.543726235741445,3.422053231939163,0.923
-122.2,2.2562,37.77,5.007448789571694,3.515828677839851,0.948
-122.2,2.0562,37.77,4.536656891495602,3.002932551319648,1.02
-122.2,3.5398,37.78,5.4373522458628845,2.895981087470449,1.584
-122.2,3.1167,37.78,4.659574468085107,2.848404255319149,1.216
-122.2,2.5401,37.78,4.939153439153439,2.984126984126984,1.291
-122.2,2.898,37.77,5.020661157024794,3.175619834710744,1.214
-122.21,2.3125,37.78,4.399491094147582,3.1552162849872776,1.028
-122.19,2.875,37.78,6.107142857142857,2.7916666666666665,1.6
-122.19,3.3715,37.77,5.105882352941176,2.5552941176470587,1.439
-122.19,3.5114,37.77,5.585131894484412,2.7434052757793763,1.512
-122.19,4.3125,37.78,6.645333333333333,2.957333333333333,1.644
-122.19,3.22,37.78,5.956639566395664,2.6666666666666665,1.565
-122.18,3.875,37.78,3.021276595744681,12.23404255319149,2.25
-122.19,5.2328,37.78,5.660287081339713,2.373205741626794,1.742
-122.19,3.7262,37.78,5.631578947368421,2.9210526315789473,1.669
-122.2,4.5893,37.78,5.400611620795107,2.6574923547400613,1.635
-122.18,5.2578,37.79,5.820754716981132,2.2264150943396226,2.53
-122.18,7.0875,37.79,6.593457943925234,2.925233644859813,2.407
-122.18,3.9712,37.79,6.410334346504559,2.802431610942249,2.081
-122.19,2.9514,37.79,4.80078125,2.2734375,1.981
-122.19,2.6667,37.79,4.746268656716418,2.716417910447761,1.728
-122.18,5.4446,37.81,6.176691729323308,2.330827067669173,3.367
-122.18,6.2838,37.8,6.948717948717949,2.2666666666666666,3.182
-122.18,6.7527,37.8,7.064024390243903,2.9115853658536586,2.858
-122.13,7.0712,37.77,7.589506172839506,2.8271604938271606,2.93
-122.16,5.9849,37.79,6.528723945094052,2.5343162175902387,3.71
-122.17,3.6875,37.78,5.707865168539326,2.438202247191011,1.573
-122.17,2.875,37.77,4.731152204836415,2.4238975817923185,1.353
-122.18,3.4205,37.78,4.877149877149877,2.6658476658476657,1.367
-122.18,3.2984,37.78,5.78169014084507,2.51056338028169,1.607
-122.17,3.875,37.78,4.933701657458563,2.585635359116022,1.406
-122.17,4.175,37.78,5.396694214876033,2.446280991735537,1.44
-122.16,4.375,37.77,5.761467889908257,2.614678899082569,1.619
-122.16,4.7708,37.77,5.427777777777778,2.477777777777778,1.563
-122.16,3.5739,37.77,6.052083333333333,2.5208333333333335,1.76
-122.16,3.0958,37.77,5.0094936708860756,2.712025316455696,1.458
-122.17,3.3958,37.77,5.0062111801242235,2.8322981366459627,1.419
-122.17,1.871,37.77,5.3628318584070795,3.0088495575221237,0.907
-122.17,1.9356,37.76,4.490140845070423,3.0253521126760563,0.906
-122.17,2.1842,37.76,5.544502617801047,2.526178010471204,1.079
-122.18,2.2917,37.76,4.921875,2.915625,1.07
-122.17,2.4333,37.76,4.983050847457627,2.788135593220339,0.982
-122.18,1.9479,37.76,4.82520325203252,3.686991869918699,0.895
-122.18,3.9063,37.76,4.569696969696969,2.709090909090909,0.938
-122.18,1.8407,37.76,5.117516629711751,2.8802660753880267,0.967
-122.18,2.0786,37.77,5.789808917197452,2.522292993630573,0.975
-122.18,2.8125,37.77,4.402985074626866,3.2723880597014925,0.973
-122.18,1.8913,37.76,5.498637602179836,3.02724795640327,0.912
-122.19,1.7056,37.76,5.08550185873606,2.936802973977695,0.914
-122.18,2.2768,37.77,4.953068592057762,2.669675090252708,0.962
-122.18,3.2552,37.77,4.810502283105023,2.6780821917808217,1.201
-122.18,2.0556,37.77,4.775956284153006,2.8114754098360657,1.0
-122.19,2.4659,37.76,5.782857142857143,2.942857142857143,0.947
-122.2,1.75,37.76,4.0,2.960573476702509,0.857
-122.19,2.0469,37.77,4.484581497797357,3.110132158590309,0.893
-122.19,2.7159,37.77,5.306590257879656,3.2435530085959887,1.014
-122.19,1.2083,37.76,5.7924528301886795,3.2830188679245285,0.725
-122.19,1.925,37.76,4.198312236286919,2.6582278481012658,0.741
-122.2,1.5809,37.75,4.556390977443609,3.992481203007519,0.7
-122.2,1.4097,37.76,4.017991004497751,2.886056971514243,0.846
-122.19,0.7683,37.76,4.253561253561253,3.259259259259259,0.818
-122.19,1.3194,37.75,4.244230769230769,2.848076923076923,0.814
-122.19,0.8012,37.75,5.283950617283951,2.685185185185185,0.818
-122.19,1.9479,37.76,4.267326732673268,3.2475247524752477,0.858
-122.19,1.1765,37.74,5.327044025157233,3.5660377358490565,0.871
-122.18,2.3456,37.74,4.3983739837398375,3.089430894308943,0.835
-122.19,2.1538,37.73,4.368852459016393,3.3811475409836067,0.797
-122.19,2.5139,37.74,4.561290322580645,2.6903225806451614,0.834
-122.19,1.2625,37.73,5.32404181184669,2.7909407665505226,0.847
-122.18,2.9063,37.73,4.590909090909091,3.2626262626262625,0.8
-122.18,2.5192,37.73,4.8807017543859645,3.0,0.764
-122.18,2.1111,37.73,4.029411764705882,3.198529411764706,0.797
-122.18,2.455,37.73,5.223076923076923,3.5076923076923077,0.824
-122.17,2.4028,37.74,3.896135265700483,3.577294685990338,0.977
-122.17,2.15,37.74,3.3795620437956204,2.386861313868613,0.972
-122.17,2.4776,37.74,4.569832402234637,2.7597765363128492,1.016
-122.17,2.1587,37.73,4.319648093841642,3.6099706744868034,0.865
-122.18,1.8438,37.74,4.623853211009174,2.963302752293578,0.905
-122.17,3.0298,37.74,4.56,3.328888888888889,1.076
-122.17,2.25,37.74,4.320224719101123,3.893258426966292,0.842
-122.18,2.2467,37.74,5.940677966101695,3.7824858757062145,0.889
-122.18,4.0469,37.75,4.125,3.525,0.807
-122.18,1.325,37.75,4.825641025641025,3.1846153846153844,0.871
-122.17,1.6196,37.75,3.83011583011583,2.8262548262548264,0.851
-122.18,2.1731,37.75,3.807692307692307,3.4653846153846155,0.82
-122.19,1.9167,37.75,7.506666666666667,3.213333333333334,0.828
-122.18,2.069,37.75,4.863849765258216,3.0610328638497655,0.846
-122.18,1.712,37.75,6.307228915662651,3.921686746987952,0.821
-122.17,2.5625,37.76,4.475524475524476,3.493006993006993,0.893
-122.17,1.9821,37.75,5.186274509803922,2.9640522875816995,0.983
-122.17,2.5043,37.75,5.465217391304348,3.6,0.923
-122.17,2.3281,37.75,4.7952755905511815,3.0039370078740157,0.888
-122.17,1.4375,37.75,5.017191977077364,2.679083094555874,0.9
-122.16,2.5122,37.76,4.75,2.96900826446281,0.955
-122.16,1.5625,37.75,5.097510373443983,3.145228215767635,0.917
-122.17,3.1587,37.75,5.394594594594595,3.227027027027027,1.004
-122.17,1.8426,37.76,4.926900584795321,2.7748538011695905,0.948
-122.16,4.6696,37.76,6.049668874172186,2.9172185430463577,1.643
-122.16,2.4598,37.76,5.358381502890174,2.770712909441233,1.555
-122.15,6.0749,37.76,6.7518518518518515,2.825925925925926,1.969
-122.14,4.8304,37.77,6.27887323943662,3.6535211267605634,2.791
-122.14,5.5701,37.76,7.170616113744076,2.582938388625593,2.528
-122.13,5.37,37.76,6.127579737335835,2.292682926829268,2.754
-122.12,6.86,37.75,8.26027397260274,3.689497716894977,2.5
-122.12,7.6923,37.75,7.284403669724771,3.018348623853211,3.298
-122.14,4.0313,37.75,6.330275229357798,2.743119266055046,1.955
-122.14,6.8323,37.75,6.603960396039604,2.866336633663366,2.559
-122.13,4.975,37.75,8.28,2.74,3.111
-122.13,5.3602,37.75,8.258064516129032,2.4623655913978495,3.3
-122.13,5.0,37.74,6.790123456790123,2.2777777777777777,2.489
-122.16,2.925,37.75,6.194805194805195,2.7857142857142856,1.429
-122.15,3.8913,37.75,5.666666666666667,3.3294117647058825,1.263
-122.15,3.225,37.75,5.854984894259819,2.8580060422960725,1.358
-122.15,3.1458,37.74,4.481675392670157,2.9895287958115184,1.306
-122.16,2.537,37.75,4.637305699481865,2.9455958549222796,1.079
-122.16,2.5568,37.75,4.57037037037037,2.8,1.111
-122.15,3.5083,37.74,5.084558823529412,3.136029411764706,1.22
-122.15,3.3125,37.74,4.698581560283688,2.7092198581560285,1.18
-122.16,1.8235,37.75,4.7011494252873565,3.5555555555555554,0.952
-122.16,3.8047,37.75,5.015037593984962,3.0526315789473686,0.943
-122.17,2.2917,37.74,4.367857142857143,2.942857142857143,0.925
-122.17,2.4962,37.75,5.324324324324325,3.223938223938224,0.918
-122.16,4.0417,37.74,5.2,2.8,1.094
-122.16,3.4844,37.74,4.876777251184834,2.6872037914691944,1.295
-122.16,4.1458,37.74,5.354166666666667,2.4652777777777777,1.434
-122.16,2.625,37.74,4.963855421686747,3.210843373493976,0.982
-122.16,2.0227,37.74,5.102325581395349,2.832558139534884,1.031
-122.29,3.3333,37.9,5.436440677966102,2.440677966101695,2.768
-122.29,5.338,37.9,5.608391608391608,2.076923076923077,2.709
-122.29,3.4732,37.89,5.962864721485412,2.3076923076923075,2.462
-122.3,3.5125,37.9,4.445972495088409,2.017681728880157,2.242
-122.29,3.1375,37.89,4.819018404907975,2.125766871165644,2.291
-122.3,2.8036,37.89,4.053333333333334,2.1733333333333333,2.116
-122.3,4.5824,37.9,4.43542757417103,2.1116928446771377,2.561
-122.3,3.0208,37.89,3.902173913043478,1.8768115942028984,2.063
-122.3,4.0875,37.89,4.538181818181818,2.2545454545454544,2.213
-122.33,4.5268,37.89,5.045112781954887,2.0714285714285716,2.074
-122.34,1.7375,37.88,3.3127705627705626,2.7662337662337664,3.5
-122.29,3.1795,37.89,4.556034482758621,2.1522988505747125,2.182
-122.29,3.8672,37.88,5.334801762114537,2.303964757709251,2.167
-122.29,5.1675,37.89,6.398692810457517,2.4444444444444446,2.706
-122.29,5.1696,37.89,6.115902964959568,2.706199460916442,2.614
